Gender,Age,CreditScore,MonthlyIncome,Country,RFM_Score,Clusters,CustomerID,FullName
0,19,711,7806,8,3.57,"High Income, Low Spending Score",2148,Denise Williams
1,65,733,4145,3,1.83,"Lower Income, Low Spending Score",2149,Frederick Skinner
0,25,746,6983,2,4.69,"Average Income, High Spending Score",2150,Patrick Blake
0,59,629,7703,0,1.62,"High Income, High Spending Score",2151,Brandy Brown
1,24,741,3974,1,3.66,"Average Income, High Spending Score",2152,Joseph Coleman
1,39,627,7998,5,3.84,"Average Income, High Spending Score",2153,Jose Larson
0,19,609,5977,2,1.62,"High Income, High Spending Score",2154,Stephanie Cook
0,27,758,7611,2,1.62,"High Income, Low Spending Score",2155,Destiny Hall
1,67,739,3363,3,4.62,"Lower Income, Low Spending Score",2156,Devon Ramirez
0,23,672,3349,4,1.62,"Lower Income, Low Spending Score",2157,Anna House
0,54,633,6125,3,4.52,"High Income, High Spending Score",2159,Thomas Gordon
1,49,765,6802,0,3.58,"Average Income, High Spending Score",2160,Joseph Franklin
0,69,661,3374,8,1.62,"Lower Income, Low Spending Score",2161,Debbie Mitchell
1,71,614,4179,2,3.83,"Lower Income, Low Spending Score",2162,Christopher Brown
0,26,660,4759,0,3.54,"Average Income, High Spending Score",2163,Wendy Hawkins
1,25,703,7728,5,1.62,"High Income, Low Spending Score",2164,George Ingram
0,40,667,4223,4,1.62,"Lower Income, Low Spending Score",2165,Elizabeth Davis
1,40,722,6225,1,3.57,"Average Income, High Spending Score",2166,Marco Ferguson
0,48,718,4477,0,3.88,"Average Income, High Spending Score",2167,Brian Stewart
1,69,608,6943,8,1.62,"High Income, High Spending Score",2168,Jennifer Graham
0,72,778,3800,4,3.65,"High Income, Low Spending Score",2169,William Bright
0,69,661,7167,0,1.62,"High Income, High Spending Score",2170,Jesse Armstrong
1,30,742,6851,0,1.62,"Average Income, High Spending Score",2171,Jenna Martinez
0,56,640,6006,8,1.62,"High Income, High Spending Score",2172,Mark Martin
0,37,708,7386,4,3.64,"High Income, High Spending Score",2173,Curtis Morgan
0,54,704,6333,1,1.62,"High Income, High Spending Score",2174,Roger Brown
0,37,675,4756,0,1.63,"Lower Income, Low Spending Score",2175,John Acevedo
1,37,678,6584,6,3.72,"Average Income, High Spending Score",2176,Joyce Sheppard
1,43,620,7414,0,3.87,"Average Income, High Spending Score",2177,Lori Roberts
1,66,724,4063,8,4.42,"High Income, Low Spending Score",2178,Samuel Chambers
1,22,673,5712,5,4.67,"Average Income, High Spending Score",2179,Gregory Day
0,38,644,7810,8,4.61,"High Income, High Spending Score",2180,Brianna Smith
0,23,698,5871,0,3.74,"Average Income, High Spending Score",2181,Dalton Burton
0,19,608,6131,0,4.58,"Average Income, High Spending Score",2182,Dennis Rivera
1,34,740,5288,0,3.54,"Average Income, High Spending Score",2183,Matthew Fernandez
1,41,767,7045,3,1.63,"High Income, Low Spending Score",2184,Melissa Brown
0,65,736,4757,7,1.63,"High Income, Low Spending Score",2185,Lauren Jackson
0,68,777,3521,3,1.63,"Lower Income, Low Spending Score",2186,Tamara Welch
0,49,767,5297,2,3.62,"Average Income, High Spending Score",2187,Michele Hobbs
0,54,763,5310,7,1.63,"High Income, Low Spending Score",2188,Crystal Gonzalez
1,63,618,6885,1,3.86,"High Income, High Spending Score",2189,Rebekah Beck
1,50,681,5325,3,1.63,"Lower Income, Low Spending Score",2190,Elizabeth Johnston
0,19,753,3264,2,1.63,"High Income, Low Spending Score",2191,Samantha Collins
1,29,739,4481,2,4.64,"Average Income, High Spending Score",2192,Barbara Kelly
1,28,702,7824,3,3.55,"Average Income, High Spending Score",2193,Emily Pena
0,58,700,4124,3,1.63,"Lower Income, Low Spending Score",2194,Whitney Williams
1,41,664,5380,6,1.63,"Lower Income, Low Spending Score",2195,Brittany Bell DDS
0,21,655,5220,2,3.63,"Average Income, High Spending Score",2196,Regina Kidd
0,35,613,4948,1,4.75,"Average Income, High Spending Score",2197,Mr. Matthew Perez MD
1,36,637,5856,2,3.81,"Average Income, High Spending Score",2198,Sarah Howard
0,31,619,3495,2,1.63,"Lower Income, Low Spending Score",2199,Steven Larsen
1,62,677,7817,0,1.63,"Lower Income, Low Spending Score",2200,Tammy Stanley
